Full Name,First Name,Last Name,Headline,Bio,Reference
Azita   Yazdani,Azita,Yazdani,"Founder and CEOExergy Systems, Inc.","Azita Yazdani is founder and Chief Executive Officer of Exergy System, Inc.  She is a seasoned environmental executive with over 25 years of industry experience; as well as national and international recognition in environmental industry and technologies. She has directed Exergyâ€™s IP development, marketing and sales, and managed product design for EthorCelÂ®, Exergyâ€™s first product platform. Ms. Yazdani has served as technical advisor on the EPA Sustainable Industry Project and President Clintonâ€™s National Advisory Council for Environmental Protection and Technology (NACEPT). She has implemented extensive water recycling and material recovery projects and conducted a large number of industrial pollution prevention assessments in the U.S. and abroad. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=313
Pat  Zerega,Pat,Zerega,Senior Director of Shareholder AdvocacyMercy Investment Services,"Pat Zerega is the Senior Director of Shareholder Advocacy at Mercy Investment Services.  She began her work in Corporate Social Responsibility with the Evangelical Lutheran Church in America.  Mercy Investment Services provides a broad SRI program including screening, proxy voting, filing shareholder resolutions, and corporate engagement.  Areas of interest to the faith community include governance issues as well as concerns in the area of human rights especially around the issue of trafficking and labor rights. Ms. Zerega leads the human rights/human trafficking work group at the Interfaith Center for Corporate Responsibility (ICCR) and has developed shareholder works specifically aimed at addressing the trucking industry.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=318
Susan  Burns,Susan,Burns,"Director, Finance for Change Initiative; Co-founderGlobal Footprint Network","Susan Burns is co-founder and Director of Finance for Change at Global Footprint Network. Over the last decade, while serving as CEO, she built Global Footprint Network into one of the leading and most respected scientific organizations in the world addressing global ecological limits. She now leads the Finance for Change Initiative, advising governments and financial institutions on incorporating ecological risk into financial risk analysis and government policy. Previously, Ms. Burns founded the pioneering sustainability consulting firm Natural Strategies.  She led the development of the screening methodology for Portfolio 21, the USâ€™s first mutual fund dedicated to environmental sustainability. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=319
Patsy  Doerr,Patsy,Doerr,Global Head Corporate Responsibility and InclusionThomson Reuters,,http://www.sriconference.com/agenda/speaker-bio.html?objectID=327
AnnJanette (A.J.)  Alejano-Steele,AnnJanette,(A.J.)  Alejano-Steele,"Professor, Women's Studies and Psychology DepartmentsMetropolitan State University of DenverCo-founder, Research and Training DirectorLaboratory to Combat Human Trafficking","Dr. AnnJanette (A.J.) Alejano-Steele, PhD. is a professor in the departments of womenâ€™s studies and psychology at Metropolitan State University of Denver as well as the co-founder and Research and Training Director for the Denver-based Laboratory to Combat Human Trafficking (LCHT). She coordinates Metro Stateâ€™s Human Trafficking Academic Response Team that has supported 65 survivors of human trafficking since 2007.  In 2014, she presented at the United Nationâ€™s Commission on the Status of Women on LCHTâ€™s groundbreaking Colorado Project to Comprehensively Combat Human Trafficking. Her applied work in the anti-human trafficking movement has privileged her with the knowledge of structural violence, vulnerability, community resilience, and data-informed community-led social change.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=326
Betsy  Moszeter,Betsy,Moszeter,Chief Operating OfficerGreen Alpha Advisors,"Betsy Moszeter is the Chief Operating Officer at Green Alpha Advisors.  Previously, she was the Senior Vice President and a Managing Member of First Affirmative Financial Network, LLC. At First Affirmative, she was responsible for building the firmâ€™s third-party platform business and house account capabilities. Prior to First Affirmative, Ms. Moszeter was the Chief Operating Officer and Chief Compliance Officer of TAMRO Capital Partners LLC in Alexandria, VA. Having joined TAMRO in 2004 when the firm managed $200 million, she participated in all aspects of the firmâ€™s growth to $2 billion. She began her career in investment management at Harbor Capital Management in Boston, MA. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=303
Bill  Page,Bill,Page,"Senior Vice President, Portfolio ManagerEssex Global Environmental Opportunities Strategy","Bill Page is a Senior Vice President and Portfolio Manager at Essex Global Environmental Opportunities Strategy (GEOS).  Prior to joining Essex in 2009, he spent eleven years at State Street Global Advisors (SSgA), most recently as Lead Portfolio Manager for the Global Environmental Opportunities Strategy (GEOS) and Head of the Environmental, Social and Governance investment team. He developed GEOS over a four year period at SSgA, and was a member of the Global Fundamental Strategies group. Prior to SSgA, Bill worked in product management for Wellington Management Company, LLC. Before Wellington, he worked for Fidelity Investments in asset allocation. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=302
James  Hawley,James,Hawley,"Professor of Management, School of Economics and Business, and Senior Research FellowElfenworks Center for Responsible Business, Saint Mary College of CaliforniaHead, ESG ResearchTruValue Labs","James Hawley is Professor of Management, School of Economics and Business, and Senior Research Fellow, Elfenworks Center for Responsible Business at Saint Mary College of California. He is also Head, ESG Research at TruValue Labs, San Francisco, California, which provides advanced analytics to create sustainability metrics using real-time ESG data.  He is the author of  The Rise of Fiduciary Capitalism (2001). He is co-editor Corporate Governance Failures: The role of institutional investors in the global financial crisis.(2011), as well as co-editor of The Cambridge Handbook of Institutional Investment and Fiduciary Duty (2014)  and The Routledge Handbook of Responsible Investment (2015).",http://www.sriconference.com/agenda/speaker-bio.html?objectID=301
Brittany  Bascom,Brittany,Bascom,Head of Portfolio AnalyticsJohn Hancock Investments,"Brittany Bascom is Head of Portfolio Analytics within the Investments team at John Hancock Investments. She leads a team responsible for assessing investment performance, attribution, expenses, and other characteristics of more than 200 mutual funds and other portfolios. Her responsibilities also include the oversight of John Hancock Investments RFPs, Board reporting for the firmâ€™s â€™40 Act funds, and the support of strategic initiatives through industry research and analysis.  Ms. Bascom is currently leading John Hancock Investmentâ€™s initiative to build an ESG platform.  The Investments team is responsible for all third-party and internal asset manager relationships across the John Hancock and Manulife investment platforms. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=300
Lazetta Rainey Braxton,Lazetta,Rainey Braxton,FounderFinancial Fountains,"Lazetta Rainey Braxton, CFPÂ®, founded Financial Fountains in 2008, a fee-only financial planning and registered investment advisory firm that serves clients from around the country.  With more than 18 yearsâ€™ experience in wealth management services, Ms. Braxton offers personalized financial advice, investment management, and workplace financial educational services to individuals, families, businesses, and institutions.  Ms. Braxton was honored as one of Investment Newsâ€™ 2015 Women to Watch and as the 2015 recipient of the Association of African American Financial Advisorsâ€™ Leadership Legacy Award for her advocacy work on behalf of females and people of color engaged in the financial planning profession.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=307
Erika  Karp,Erika,Karp,Founder and Chief Executive OfficerCornerstone Capital Inc.,"Erika Karp is the Founder and CEO of Cornerstone Capital Inc. The mission of the firm is to apply the principles of sustainable finance across the capital markets enhancing transparency and collaboration. Prior to founding Cornerstone, Ms. Karp was Managing Director and Head of Global Sector Research at UBS Investment Bank where she chaired the UBS Global Investment Review Committee and managed a global team of analysts and strategists. Ms. Karp is a member of the World Economic Forumâ€™s Global Agenda Council on Financing and Capital.  She has been named to the nation's ""Top 50 Women in Wealth"" by AdvisorOne, the â€œGOOD 100â€ù and the â€œPurpose Economy 100.â€ù",http://www.sriconference.com/agenda/speaker-bio.html?objectID=306
Stephan   Bonte,Stephan,Bonte,Director of Sustainable InvestingStandish,"Stephan Bonte, CFA is Director of Sustainable Investing at Standish. In his role, he drives the sustainability/ESG integration efforts, leads related product development efforts, and focuses broadly on the development of Standishâ€™s sustainable investing platform. His previous roles at Standish include Portfolio Manager and Quantitative Analyst as well as Senior Portfolio Specialist. Stephan is also Senior Portfolio Specialist for Short Duration Strategies. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=305
Dune  Thorne,Dune,Thorne,"Head of Boston Office, Portfolio ManagerBrown Advisory","Dune Thorne is a Partner at Brown Advisory where she heads the Boston office and works closely with families and non-profit organizations.  Her work has evolved to focus on sustainable investing and the intersection between investing and philanthropy.  In 2010, she founded Invest in Girls a non-profit focused on financial literacy for high-school girls.  Ms. Thorne has published articles in Financial Planning and Forbes.com and has been quoted in numerous financial publications.  She was honored as a one of the 2013 World Economic Forumâ€™s Young Global Leaders and as one of the Top 50 Women in Wealth by AdvisorOne in 2011.  ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=304
Mahesh   Jayakumar,Mahesh,Jayakumar,Senior Portfolio ManagerState Street Global Advisors,"Mahesh Jayakumar, CFA, FRM is a Vice President of State Street Global Advisors (SSgA) and SSgA FM.  He is currently a Portfolio Manager in the Fixed Income, Currency and Cash team. Mr. Jayakumar is responsible for managing several funds and ETFs spanning diverse areas such as US Aggregate strategies, Global Treasuries/Inflation strategies, Government/Credit portfolios, Green bonds and custom or client directed mandates. He is a member of the CFA Institute, Boston Security Analysts Society and Global Association of Risk Professionals.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=309
Debbie   McCoy,Debbie,McCoy,"Managing DirectorBlackRockDebbie McCoy, Managing Director, BlackRock, is a member of the Impact Investing and Emerging Markets teams within the Scientific Active Equity business of BlackRock's Active Equity Group.Previously, she worked for Stanford University where she made investment recommendations to the university's endowment manager. Ms. McCoy began her career at Bain & Company in San Francisco and Johannesburg and later worked for Citigroup in New York and New Delhi, as well as a sovereign wealth group. In 2013 and 2014, Ms. McCoy served as a non-partisan, Presidentially-appointed White House Fellow at the U.S. Department of State. She is a member of the Council on Foreign Relations.",,http://www.sriconference.com/agenda/speaker-bio.html?objectID=308
Tim  Gill,Tim,Gill,"Founder, Chief Executive OfficerGill Foundation","A software entrepreneur and philanthropist, Tim Gill started the Gill Foundation in 1994. The foundation is dedicated to advancing equality by supporting nonprofit organizations that serve lesbian, gay, bisexual, transgender, and allied individuals, as well as people with HIV/AIDS.  Since its inception, the Gill Foundation has invested more than $277 million in programs and nonprofit organizations throughout the country, including financial support to numerous organizations that serve the general public.  Nearly $1 million was donated to the American Red Cross for Hurricane Katrina disaster relief.  Tim Gill is founder and former chair of Quark, Inc. He is recognized for revolutionizing the publishing industry with innovative, affordable, page-layout software. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=246
Kevin  Jennings,Kevin,Jennings,Executive DirectorArcus Foundation,"Kevin Jennings is the Executive Director of the Arcus Foundation, a leading global foundation supporting efforts to create a world where human beings live in harmony with each other and the natural world. Mr. Jennings served in the Obama Administration where he led the Administrationâ€™s anti-bullying initiative. As a high school history teacher and coach, he served as faculty advisor to the nationâ€™s first Gay-Straight Alliance, leading him in 1990 to found the Gay, Lesbian and Straight Education Network (GLSEN), a national education organization tackling anti-LGBT bias in U.S. schools.  He has been honored for his leadership in education and civil rights by numerous organizations.  ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=247
Shelley  Alpern,Shelley,Alpern,Director of Social Research & AdvocacyClean Yield Asset Management,"Shelley Alpern is director of social research and advocacy at Clean Yield Asset Management. She has worked on a broad number of advocacy issues, resulting in numerous negotiated agreements with leading corporations. Ms. Alpern was recognized by the Gay Financial Network and Fortune magazine as one of the 25 most powerful lesbians and gay men in business, and by The Advocate magazine as â€œone of our best and brightest activists.â€ù In 2005, she was recognized by the Silent Spring Institute with their first Rachel Carson Award, and was voted by her industry peers to receive the SRI Service Award.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=244
Susan  Baker,Susan,Baker,Vice PresidentTrillium Asset Management,"Susan Baker is a Vice President and member of Trillium Asset Managementâ€™s Shareholder Advocacy team where she leads and participates in numerous advocacy initiatives on a wide range of issues including sustainable sourcing, environmental health, labor & human rights, and board diversity.  Ms. Baker began her investment career at Harvard Management Company where she supervised the portfolio control team. She joined Trillium in 1986 as a portfolio associate and was later promoted to portfolio manager and research analyst. In 2000, Susan left Trillium to become the religious education director of a faith-based organization, and rejoined the firm and its advocacy department in 2006.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=245
Zachary  Karabell,Zachary,Karabell,"PresidentRiver Twice ResearchHead of Global StrategyEnvestnet","Zachary Karabell, PhD, is Head of Global Strategy at Envestnet, a publicly traded financial services firm where he works with the board on corporate strategy and with the investment committee on overall investment approaches for the firm. He is also President of River Twice Research. Previously, Dr. Karabell was Executive Vice President, Chief Economist, and Head of Marketing at Fred Alger Management. He has taught at several leading universities, and has written widely on economics, investing, history and international relations. His most recent book, The Leading Indicators: A Short History of the Numbers That Rule Our World, was published in 2014. Dr. Karabell is the author of eleven previous books.  He is a Contributing Editor for Politico, a CNBC Contributor, and a regular commentator on MSNBC. He contributes to numerous publications such as The New York Times, and The Wall Street Journal.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=242
Holmes  Hummel,Holmes,Hummel,FounderClean Energy Works,"Holmes Hummel is the founder of Clean Energy Works, which accelerates capital deployment for distributed energy solutions in the power sector.  Clean Energy Works is known for building a bridge across the â€œclean energy divideâ€ù to allow investment in market segments that are hard to reach due to common disqualifying criteria for financing.  At the Bloomberg New Energy Finance annual summit, Clean Energy Works won a Fire Award for high impact innovation in finance, receiving recognition for advancing the Pay As You SaveÂ® (PAYSÂ®) system.  From 2009 through 2013, Dr. Hummel served as the Senior Policy Advisor in the U.S. Department of Energyâ€™s Office of Policy & International Affairs. In that capacity, Dr. Hummel stewarded the agencyâ€™s energy finance working group, and helped shape strategic priorities on a range of topics, including technology innovation, the water-energy nexus, and climate policy.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=243
Tom  Van Dyck,Tom,Van Dyck,"Thomas Van Dyck, CIMAÂ®, is Managing Director â€“ Financial Advisor with the SRI Wealth Management Group at RBC Wealth Management.  He has been a leader in the field of socially-responsible investing for more than 30 years.  He currently consults on $1.6 billion of ESG-screened assets. In 1992, Mr. Van Dyck founded As You Sow, a shareholder advocacy organization.* In 2014, he was a featured guest on Bill Moyers and Company and discussed the Divest/Invest movement which he helped initiate with his clients. In 2013, he was named one of the Financial Timesâ€™ Top 400 Financial Advisors. He was also a featured speaker at the TedX Wall Street conference in 2012. Mr. Van Dyck is a Certified Investment Management Analyst (CIMAÂ®) and holds Series 7 and Series 66 FINRA licenses. *RBC Wealth Management does not endorse or support As You Sow.",,http://www.sriconference.com/agenda/speaker-bio.html?objectID=240
Nicole   Koharik,Nicole,Koharik,Global Sustainability Marketing DirectorGOJO Industries,"Nicole Koharik serves as the Global Sustainability Marketing Director for GOJO Industries, a global leader in hand hygiene and healthy skin. Ms. Koharikâ€™s responsibilities at GOJO include corporate sustainability strategy, policies, goals and stakeholder engagement and reporting that help to advance GOJO global sustainability leadership. She also serves as the leader of the GOJO Enterprise Sustainability Governance Team, a cross-functional team accountable for the ongoing strategic governance and implementation process that ensures social, environmental and economic sustainability are critical components of GOJO business practice.  Ms. Koharik has been awarded for her work in advancing sustainability initiatives that drive results.  ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=248
Richard  Liroff,Richard,Liroff,Executive DirectorInvestor Environmental Health Network (IEHN),"Richard Liroff, PhD, founded the Investor Environmental Health Network (IEHN) in 2004 and serves as its Executive Director. IEHN has developed the business case for companies to adopt safer chemicals policies and engages companies on these issues.  Dr. Liroff serves on the Advisory Committee of the Green Chemistry and Commerce Council, the leading organization convening companies working towards safer chemicals policies. He also serves on the Steering Committee of the BizNGO Working Group on Safer Chemicals, a collaboration of businesses and environmental health advocacy organizations advancing safer chemicals policies and practices.   He also manages the monthly â€œThe Right Chemistryâ€ù blog at greenbiz.com.   ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=249
Dan  Arvizu,Dan,Arvizu,"Consulting Professor, Precourt Institute for EnergyStanford UniversityDirector Emeritus  National Renewable Energy Laboratory (NREL)","Dan Arvizu, PhD is the Precourt Energy Scholar at Stanford University.  He has had a long distinguished career in advanced energy research and development, materials science, and technology commercialization.  In 2015 he retired as the longest serving Director of the U.S. Department of Energyâ€™s National Renewable Energy Laboratory (NREL) in Golden, Colorado where he now serves as Director Emeritus.  Prior to joining NREL, Dr. Arvizu was a chief technology officer with CH2M HILL Companies, Ltd., an executive with Sandia National Laboratories, and started his career at the AT&T; Bell Telephone Laboratories.  He was appointed by two successive U.S. presidents, and confirmed by the U.S. Senate, to serve six-year terms on the National Science Board, which governs the National Science Foundation and advises the President and Congress on science policy.  He is presently serving as Chairman.  ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=255
Mel  Miller,Mel,Miller,Chief EconomistFirst Affirmative Financial Network LLC,"Mel Miller is Chief Economist of First Affirmative Financial Network, LLC and serves as a member First Affirmativeâ€™s Investment Committee. Previously, he was the Chief Investment Officer for Heartland Financial USA, Inc. where he was employed for 28 years. He began his career at Heartland as the Chief Investment Officer for Dubuque Bank & Trust, a Heartland Financial USA subsidiary. Shortly thereafter, he initiated the establishment of social responsibility investment services within the Trust Department. In 2004, Mr. Miller assumed the role of Chief Investment Officer for the parent company where he was responsible for the investment portfolios of the holding company and all nine member banks. Prior to Heartland, he taught at the college level. Mr. Miller has been providing the Economic and Market Forecast for The SRI Conference since 1991.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=257
Mark  Rossi,Mark,Rossi,"Executive DirectorClean Production ActionChairBizNGO","Mark Rossi, Ph.D., is the Executive Director of Clean Production Action and Chair of BizNGO, a collaboration of more than 500 organizations who work together to advance safer chemicals and sustainable materials. Innovative products of BizNGO include the Alternatives Assessment Protocol, Guide to Safer Chemicals, and Plastics Scorecard. Dr. Rossi is the co-author of the GreenScreen, now the gold standard in hazard assessment tools. In 2014, he co-founded the Chemical Footprint Project, the first initiative of its kind to benchmark corporations on their overall chemical management performance.  Dr. Rossiâ€™s career includes positions at Tellus Institute, the Toxics Use Reduction Institute, and Health Care Without Harm. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=251
Matt  Patsky,Matt,Patsky,Chief Executive OfficerTrillium Asset Management,"Matthew Patsky is Chief Executive Officer and a portfolio manager at Trillium Asset Management, leading Trilliumâ€™s Sustainable Opportunities strategy.  Mr. Patsky began his career at Lehman Brothers in 1984 where he became the first sell side analyst in the United States to publish on the topic of socially responsible investing in 1994. As Director of Equity Research for Adams, Harkness & Hill, he built that firmâ€™s powerful research capabilities in socially and environmentally responsible areas. Previously, Mr. Patsky was at Winslow Management Company, where he served as director of research, chairman of the investment committee and portfolio manager.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=250
Bennett  Freeman,Bennett,Freeman,Board SecretaryGlobal Network Initiative (GNI),"For nine years through April 2015, Bennett Freeman was Senior Vice President - Sustainability Research and Policy at Calvert Investments where he led the firm's ESG research and analysis as well as its shareholder advocacy and public policy initiatives. He currently serves as Board Secretary of the Global Network Initiative (GNI), a multi-stakeholder initiative promoting greater corporate transparency and accountability around Internet surveillance and censorship. He also is Chair of the Advisory Board of Global Witness, the London-based NGO focused on diminishing corruption and conflict in connection with natural resources. Bennett was previously a Clinton presidential appointee in three positions at the State Department.",http://www.sriconference.com/agenda/speaker-bio.html?objectID=252
Alisa  Gravitz,Alisa,Gravitz,President & Chief Executive OfficerGreen America,"For over 30 years, Alisa Gravitz has led Green America, the non-profit national green economy organization, as its President and CEO. She is a nationally recognized leader in the social investment industry. Ms. Gravitz authored Green America's acclaimed Guide to Social Investing, and the popular Guide to Community Investing. The 1% in Community Campaign, a joint program with the Social Investment Forum, has moved over $2 billion into community investments from social investment portfolios. Green America (formerly Co-op America) develops marketplace solutions to social and environmental problems with a key focus on tackling climate change, building fair trading systems, stopping corporate abuse and growing the green economy. ",http://www.sriconference.com/agenda/speaker-bio.html?objectID=259
